Commentaire,Sentiment
"""bonjour, merci pour ce topo, et le reste ! =) ?a a peut-?tre d?j? ?t? mentionn?, sauf erreur de ma part dans la r?cap de la fin tu dis que le syst?me est centralis?.""",Positive
"""eureka, ta chaine a l'air tr?s bien. si je peux me permettre par contre, tu devrais investir ds un micro. la diff?rence entre tes passages et ceux de science etonnante est criante niveau sonore. sinon, tres belle vid?o comme d'hab, sur cette chaine qui est devenu une de mes meilleures r?f?rences (bien mieux que e-penser !!)""",Neutral
"""vraiment tr?s intelligent, aussi bien dans le fond que sur la forme, merci ? toi :)""",Positive
"""bravo d'un ancien mineur ! tout est tr?s bien expliqu? ?""",Neutral
"""site fiable pour faire parti de la cha?ne ?""",Neutral
"""super episode, bien que compliqu?.""",Positive
"""????",Neutral
"??? ???? ??????? ?? ???? ?? ?? ???""",Neutral
"""petit abus de langage : cb != carte bleue. carte bleue est une marque qui a ?t? achet?e par cisa. cb signifie (groupement) carte bancaire, c'est ce qui fait que dans les magasins tu peux payer avec visa ou mastercard sur le m?me terminal (en gros).""",Neutral
"""princeton mooc ;)",Positive
"bon r?sum?""",Neutral
"""super !!!!""",Positive
"""mais si p=np ?""",Neutral
"""niquel la vid?o""",Neutral
"""vid?o tr?s interessante qui ?claire beaucoup ma lanterne!",Neutral
"je me pose une question : si on ne paye pas de frais de transaction pour inciter les noeuds ? inclure notre transaction, ( et si j'ai bien compris ) alors on va d?clarer notre transaction sur un noeud. mais si celui ci n'arrive jamais ? trouver d'identifiant ? temps et que c'est toujours un autre noeud qui trouve avant? alors notre transaction ne sera jamais valid?e ? est-ce qu'un cas comme ?a est possible ?""",Neutral
"""merci pour cette vid?o :)""",Positive
"""tr?s bonne vid?o, comme d'habitude. simple petite question cependant, j'ai vu que certains commer?ants proposaient de payer en bitcoins dans leurs boutiques. comment ces transactions effectu?es dans un commerce ""physique"" peuvent elles ensuite ?tre int?gr?es dans le r?seau suffisamment vite pour ?tre prises en compte ? comment se passe aussi sur le coup la v?rification de la provenance de ces bitcoins ? et surtout, le bitcoin est une monnaie dont le cours fluctue ?norm?ment, comment les commer?ants proposant ce service peuvent t'ils s'aligner en temps r?el sur le cours de la monnaie, histoire de ne pas faire payer les gens plus que ce qu'ils ne devraient ?""",Neutral
"""cette cha?ne m?rite beaucoup plus d'abonn?s franchement.""",Neutral
"""merci !""",Neutral
"""f?licitation, c'est rare de voir quelqu'un savoir vulgariser aussi bien ;) j'avais moi aussi penser ? ?crire modestement quelque chose concernant le fonctionnement de la blockchain, mais ici l'essentiel est d?j? trait? ! et en effet on se voit mal parler de l'aspect technique bitcoin sans parler du principe de la cryptographie asym?trique ou des fonctions de hash, qui sont au coeur du fonctionnement de la blockchain.",Positive
"sans compter l'aspect ?conomique et social qui fait que le bitcoin est un sujet absolument passionnant en plus d'?tre prometteur pour l'avenir (attention toutefois aux ?ventuels investisseurs, si le protocole est s?curis? le syst?me est encore trop jeune et le cours volatile pour y placer des fortunes).""",Positive
"""hyper int?ressant""",Neutral
"""merci scienceetonnante pour la vid?o, le billet qui va avec, et pour faire connaitre heu?reka",Neutral
et si des gens riches peuvent se permettre d'acheter des ordinateurs assez puissant pour obtenir les 25btc ? une minorit? de personnes peut-elle s'approprier la cr?ation mon?taire comme c'est le cas aujourd'hui ?,Neutral
"sinon connaissez-vous la th?orie relative de la monnaie de st?phane laborde ? ?a serait formidable d'avoir une vid?o dessus pour faire partager l'id?e. c'est un sujet int?ressant et plein d'espoir. c'est le nerf de la guerre comme on dit.""",Neutral
"""trop compliquer pour que sa puisse etre utiliser par tous""",Neutral
"""bonjour,merci pour la vid?o, c'est tr?s instructif. j'avais jusque l? du mal ? assembler les morceaux :-)petite question : qu'en est-il de la taille de la base de donn?e?elle contient toutes les transactions, elle doit aujourd'hui peser plusieurs tera-octets, non?du coup, est-ce que chaque noeud poss?de une copie compl?te?""",Negative
"""du coup, quelle est la taille de cette bdd d?centralis?e qui est t?l?charg?e en local sur chaque device ? combien p?se un ""noeud"" ? a terme cette bdd ne risque t-elle pas d'?tre monstrueuse?""",Neutral
"""j'ai une question hors sujet qui me perturbe",Neutral
si on avait un trou noir de 20cm de diametre sur terre que ce passerait-il ?,Neutral
"et si on met une main dedans il se passerait quoi ?""",Positive
"""merci ! gr?ce ? toi j'ai d?couvert heu?reka""",Neutral
"""tr?s bonne vid?o ! tr?s claire""",Neutral
"""peux tu faire une explication du concept de proof of stake (pos) par rapport au proof of work ainsi que les diff?rences entre bitcoin et ether ?""",Neutral
"""merci pour cette vid?o. toutes tes vid?os sont g?niales, celle l? est carr?ment exceptionnelle ? mes yeux.",Neutral
c'est clair et exhaustif sur un sujet pourtant tr?s compliqu? (je me suis cass? les dents plusieurs fois ? essayer de l'expliquer).,Neutral
"bravo ! continue comme ?a !""",Neutral
"""explication tres claire et precise. barvo !""",Positive
"""tu pourrais faire une prochaine vid?o sur l'ether (ethereum project) peut ?tre ?",Neutral
merci en tout cas.,Neutral
"a bient?t""",Neutral
"""si c'est un fichier, pour l'effacer il faut ?crire ? rm * ?, on ne rajoute le -rf que pour les dossiers.""",Neutral
"""super vid?o mais ce genre de polo c'est interdit depuis 2007.""",Positive
"""bonjour science ?tonnante,",Neutral
si j'ai bien compris il existe quand m?me une probabilit? non n?gligeable qu'une transaction soit annul?e si le prochain block valide (celui qui sert de r?f?rence) n'a pas encore pris en compte la transaction du fait des d?lais de transmission de l'information ?,Neutral
"si le monde entier utilisait le bitcoin, cela ferait beaucoup de transactions annul?es par jour, non ?""",Neutral
"""c est bien jolie tout ?a mais l objectif c est quoi ?  remplacer l argent par les pitcoin ? et si il y a une panne du reseau ou pire d ?l?ctricit? totale, tout s'arrete et plus aucun moyen d acheter ou vendre""",Neutral
"""sudo rm -rf *""",Neutral
"""merci pour cette vid?o , j'ai appris plein de choses. bravo pour ton bras de fer, sacr? performance de battre nota bene.",Neutral
"merci aussi ? gils.""",Neutral
"""tres interrressant la blockchain""",Neutral
"""attendez, il y a un truc qui m'?chappe un peu : comment puis-je ?tre s?r que ma transaction va ?tre prise en compte ? imaginons que j'inscrive une transaction mais que pour une raison technique quelconque (perte de r?seau, ralentissement ou autres), elle n'arrive pas jusqu'? un des noeuds susceptibles de devenir la base de synchronisation avant qu'un de ces noeuds r?solvent la cl?.",Negative
"on est bien d'accord que tout le r?seau, y compris mon propre noeud, va se synchroniser sur un bloc qui ne contient pas ma transaction et qu'elle va purement et simplement dispara?tre ? je me rends bien compte que mon exemple est techniquement improbable, mais j'ai l'impression que le syst?me des block chains, bien que tr?s int?ressant du point de vue de la s?curit?, implique de ne pas syst?matiquement prendre en compte des op?rations pourtant l?gitimes. je suis ? c?t? de la plaque ?""",Neutral
"""bonjour, j'ai adore ta video mais quelques questions restent en suspend.",Neutral
"historiquement, y a t il eu une evolution sur le fonctionnement de cette securisation ou tout a ete imagine des le depart? je trouve cela vachement ingenieux pour ne pas avoir connu des revers.",Neutral
jusqu'a quelles subdivision peut on aller en bitcoin ? est elle amener a changer avec le temps et la variation du cours ?,Neutral
"j'imagine qu'il doit y avoir pas mal d'autre monnaie moins connue sur le meme principe, y e aura t il une pour supplanter la premiere quand le minage sera devenu moins rentable? toute l'astuce pour s'enrichir sera alors de deviner laquelle et quand ""transferer"" son argent ?",Neutral
"merci pour les reponses.""",Neutral
"""alors ?a c'est une vid?o qui tombe pile bien pour moi. :d merciiii""",Neutral
"""toute monnaie sans valeur intrins?que n'est qu'arnaque.""",Neutral
"""super vid?o, pertinente, toujours dans les sujets du moment !",Positive
"j'ai une question cependant : pourquoi est ce qu'il faut 50% de la puissance de calcul du r?seau pour en prendre le contr?le ?""",Neutral
"""et en cas de probl?me ?lectrique majeur, genre coupure g?n?ralis?e et effondrement du r?seau ?lectrique, il se passe quoi ? ?a change rien si des blocks sont d?connect?s en masse ?""",Neutral
"""compliqu?, mais bigrement int?ressant !""",Neutral
"""merci pour le partage de la chaine de d'heureka <3 <3 toujours cool tes videos keep going <3""",Positive
"""bonjour,",Neutral
"merci pour cette explication, et c'est pour quand la prochaine video de cr?tin de cerveau s'il vous plait ?""",Neutral
"""super vid?o !",Positive
deux questions :,Neutral
"- vu le prix du bitcoin, on ne peut donc faire des transaction que pour de grosses sommes (pas en dessous de 400? selon le cours cit? dans la vid?o), ou y a-t-il un moyen de fractionner le bitcoin ?",Neutral
"- est-ce que du coup, ce ne sont pas les entreprise poss?dant les plus gros supercalculateurs qui peuvent s'enrichir en minant, et est-ce que ?a ne pose pas probl?me ?""",Neutral
"""c'est bien tu ne dit pas cryptage par contre chiffrage ce n'est pas mieux. tu devrais dire chiffrement.""",Neutral
"""il existe un probl?me au maintient du ""travail"" permettant de trouver l'identifiant du prochain block.",Neutral
"ce syst?me fonctionne parce qu'on r?mun?re ceux qui trouvent l'identifiant, mais comme indiqu? dans la vid?o plus on s'approchera de la limite des ""21"" millions de bitcoins plus la r?compense sera faible (elle est divis? par 2 tous les 210 000 blocs, dixit heu?reka, ce qui donnera une r?compense d'environ 3.9e-29 bitcoins (50(r?compense initiale) / (2^100)), soit 1.8e-34 % de la masse totale de bitcoins).",Neutral
"pour donner un exemple on estime la richesse mondiale ? 195 000 milliards de dollars, si aujourd'hui tout l'argent du monde ?tait du bitcoin (afin d'avoir une id?e de la valeur de cet argent), et si on disposait de toute la puissance de calcul mondiale pour s'assurer d'avoir le block de toutes les 10 minutes et que l'on gagne 1.8e-34% de la valeur totale de la monnaie toutes les 10 minutes, soit 3.51e-20 dollars par dix minutes, il faudrait attendre 541 000 milliards d'ann?es pour gagner 1 dollar ! autrement dit, personne n'ira s'amuser ? maintenir le calcul et donc toute la s?curit? et la p?rennit? du syst?me s'envolent.",Neutral
"ce type de syst?me reposant sur la contribution de ses utilisateurs ne peut marcher que si la carotte reste int?ressante ind?finiment.""",Neutral
"""le cours de cet crypto currency vient d'exploser, elle a augment? de 240euro en quelques mois, heuresement que j'en avais coffr? 16 dans un wallet ? part, cool cool :d""",Positive
"""un mec avait achet? masse de bitcoins a sa sortie.",Neutral
"10 ans plus tard le bitcoins vaux extremement cher. le mec a perdu le mdp du compte. finallement reussi a le ravoir et edt devenue tres tres riche !""",Neutral
"""au passage, chiffrage et chiffrement c'est pas la m?me chose. le chiffrage c'est par exemple ""le chiffrage de la dette"".""",Neutral
"""je ne suis pas s?r de comprendre comment on emp?che les gens qui minent les hash de blockchain de rajouter des transaction arbitraires en ma faveur. m?me s'ils n'ont que peu de chance que de r?ussir, le gain potentiel n'est pas born?, contrairement aux quelques btc gagn?s ? chaque fois.",Neutral
"si miner du btc devient de plus en plus difficile, est-ce que ?a veut dire que valider des transactions est aussi de plus en plus difficile ? comment les mineurs savent quel nombre de 0 doit ?tre au d?but du hash ? comment les noeuds du r?seau sont mis en relation ? le peer-to-peer fait g?n?ralement appel ? un serveur de rendez-vous pour mettre les peer en relation.",Neutral
"et qu'en est-il du passage ? l'?chelle en nombre de transaction par seconde ? m?me si le nombre de noeuds du r?seau augmente avec le nombre de transaction par seconde, il faudra tout de m?me de plus en plus de temps pour que la majorit? du r?seau soit au courant de ma petite transaction de 10 btc pour une lampe. il va donc falloir de plus en plus de temps pour que ma transaction ait une chance d'?tre valid?e. et des transactions, tout le monde en produit tout le temps !""",Neutral
"""1:42 ""rm -rf *"" j'ai ador? ^^ , mais pas s?r que tout le monde est compris :)""",Positive
"""le mot ? traduire de l'hongrois ?tait orange pr les int?r?ss?s ahahahahah i am the key""",Neutral
"""tr?s bien cette vid?o, elle permet de comprendre pas mal de trucs""",Neutral
"""du coup 2 questions. (a) ne risque-t-il pas d'y avoir des noeuds qui ne valideront jamais leurs transactions, ou alors au bout d'un temps totalement d?raisonnable par rapport ? l'objectif vis? ? (b) comment paye-t-on les propri?taires des noeuds quand on approche de l?asymptote du nombre de bitcoins en circulation ? avec des morceaux de bitcoins de plus en plus petits, en comptant sur une explosion totale du cours du bitcoin pour que ?a continue de payer la puissance de calcul ? du coup le bitcoin est-il condamn? ? voir sa valeur augmenter ? l'infini et/ou ? mourrir ?""",Neutral
"""c'est un peu le principe de ce vieux pgp. pretty good privacy.""",Positive
"""par ailleurs, le bitcoin n'est qu'une ""petite"" utilisation de la blockchain, d'ailleurs exp?rimentale.",Neutral
